Site,x,y,Wave Power (kwhr/m),1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,BAD_FLAG
GUA-00005,144.82843,13.57865,9268.703289,12510.1002,7011.100127,13948.00024,10873.80018,5538.300091,8396.000146,1869.100029,25423.50048,19560.10034,4615.900081,8850.400176,7603.100159,13801.80025,10647.90017,5881.200121,15959.60029,5170.20009,13826.60023,16332.20027,2265.600033,4381.600083,5809.700105,8229.700135,12563.10023,8753.70016,15145.70026,9097.100177,5292.800102,2144.500049,3861.800069,8090.700132,3143.600054,0
GUA-00057,144.7770676,13.3076175,107479.28,140242.0025,120390.202,104998.9019,122338.8021,94472.50163,91653.30155,118622.202,112893.4019,109146.7019,101666.5017,118615.0019,141907.8025,132446.3021,121757.6021,116892.202,101832.1018,86754.80151,117214.402,121411.0021,95852.30169,86753.70151,91605.90155,88857.30159,111072.4019,100283.3018,103491.4018,92252.70161,109191.1019,106585.2017,86472.50151,89368.70151,102294.7017,0
ROT-00054,145.2160626,14.19106197,58359.4385,66977.30108,46152.9008,52493.00091,73032.80122,37677.90064,56559.30097,53603.20101,85799.60147,63680.20106,32699.00059,83529.40138,95442.60163,58553.80099,58630.60103,40082.90065,76057.60135,48229.80081,68528.40111,82065.80136,33272.00056,41088.80071,48943.30082,58702.80105,59887.50099,68833.10115,70580.90122,40496.60069,63200.80114,39649.70073,52004.90089,56487.80099,54557.70093,0
TIN-00002,145.6279112,14.94048617,12424.53146,19940.20035,12188.7002,21108.50036,21599.30034,838.9000158,8643.000141,1621.000027,28759.00041,19155.3003,5182.500085,14997.40027,16250.70026,15952.40027,15941.20023,9139.900147,23234.10039,3121.80005,17481.60026,23863.70042,1045.900019,3126.800046,6272.900106,16108.8003,18384.30034,5719.600098,28325.00053,9501.300171,12658.30023,4603.30007,1412.500027,11379.5002,27.60000038,0
WAK-00057,166.5955864,19.30121019,62317.56358,48094.60079,80514.30137,84573.90151,58479.70103,73786.40127,69189.00125,48750.40086,85754.70146,69113.40128,48856.20083,57006.40102,33456.50057,73729.00124,68949.10115,67724.4012,67606.00117,81092.50134,70157.50124,78362.20143,66780.9011,39118.00067,66174.80121,61639.60105,55248.00093,69800.0012,74985.1014,72139.40123,47878.00079,46649.40082,39453.2007,45435.30079,43664.10079,0
WAK-00002,166.61303,19.28765,7552.225133,3483.700059,4986.100095,20115.70032,9296.800179,5697.400105,5888.200112,884.900012,23357.20046,15086.10028,2802.900057,6517.700124,4852.500075,10828.90018,12866.70021,9323.300188,19544.20032,1542.800028,10054.50017,20106.00034,1015.600019,975.5000124,2477.300033,10675.50019,7500.200132,6168.900089,8264.200149,1780.800035,7899.100144,3445.300056,494.1000128,2852.500048,886.6000156,0
TIN-00001,145.6510282,15.03477269,92226.81096,118854.3021,114179.602,97144.40163,101879.1018,86089.00152,70914.20125,105576.5018,102122.1017,100339.7017,99280.20171,90815.9015,104726.9019,110954.7019,99271.40165,108038.6019,85103.70139,72861.4012,95283.10161,102936.7018,89207.10161,80527.00143,76852.90126,77103.00139,97226.40168,78472.10127,84463.30142,84043.90146,87397.00157,95113.30162,73171.30126,80012.90124,81296.20135,0
ROT-00057,145.14699,14.15535,27062.74421,25108.30042,27929.40048,32280.30055,33003.30056,17089.80029,28182.90049,16153.20032,52675.3009,35169.00061,13467.20024,29463.60049,31934.50051,31288.20054,31103.30056,20673.20032,39970.9007,19799.00035,33371.90055,45912.50077,12163.8002,12496.30021,20100.00032,31838.20056,27565.90048,31529.10053,41875.90069,23072.80037,23914.10044,15962.40028,16710.20028,26947.50047,17255.80031,0
TIN-00050,145.6565052,15.06755205,63415.83547,80556.30148,89709.80151,76876.50125,62502.30106,69627.30123,46571.40083,69182.60119,66601.20113,66531.10114,80324.30143,56466.70092,55883.50092,84335.3015,85457.50142,83686.20148,45998.00077,47733.70077,58724.60095,75664.40137,63165.90114,43590.5008,55102.30091,46234.30083,68768.00127,53705.40088,55292.40091,69947.80123,51524.80096,73819.40128,40476.0007,49200.70077,56046.50094,0
TIN-00051,145.6292534,14.93781318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIN-00052,145.630329,14.95239149,10728.31893,15958.5003,11517.20018,17941.20031,18984.4003,602.8000107,7585.400125,1282.400024,27307.4004,14841.90022,5164.400084,11926.60021,13970.70022,12586.60021,11778.90017,8686.100137,20610.30034,3012.200048,14616.30023,20607.00038,974.100018,2224.800029,5429.300097,15733.3003,13508.30024,5394.800091,25789.80049,8472.700151,11934.30021,2726.100037,1391.700026,10746.70019,0,0
WAK-00064,166.6210975,19.28224211,9827.000171,8016.100147,4414.100091,22667.10038,10932.0002,6331.900122,9857.400171,2422.200042,28919.40055,15452.60028,7601.900145,7284.800129,8591.600142,13906.70024,14101.60022,10751.60021,22479.00038,2892.900045,12073.9002,25717.10042,2437.700043,1513.600022,4614.10007,12637.70022,11725.8002,5640.300081,12076.50022,3058.800053,9940.80018,4024.100069,3718.700062,6621.000117,2041.000036,0
WAK-00003,166.59816,19.29774,21179.60037,15871.80026,18630.80032,40025.90068,23203.50045,17941.40028,16988.80031,6689.300099,40005.00075,28198.80053,12113.60021,15739.5003,14267.30023,29557.40047,30622.50049,29885.50056,38707.50068,18291.50031,25357.20041,39970.60072,14726.80025,6113.300068,12476.80025,26171.60045,25929.10042,23490.70041,12388.50022,23597.50044,15934.70028,13325.50023,10931.00021,15650.10026,14943.70024,0
GUA-00050,144.6401729,13.44386769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GUA-00051,144.7681307,13.49372232,9037.05641,11798.40019,6470.600118,13117.70023,11227.90019,5975.200099,8456.90015,2057.900034,23902.10045,19656.20034,4979.200087,9069.900174,7487.200157,13708.70025,10913.70017,4533.700096,15345.20029,5282.900094,14134.60024,15274.50025,2509.100041,4500.600083,5349.600101,7976.300131,11635.40021,8695.500159,13799.90023,8687.60017,4989.20009,2370.800051,3968.800067,7939.700132,3370.800058,0
GUA-00010,144.69352,13.47357,13074.66273,13854.90023,10693.00018,16052.00028,16784.50028,9354.000163,13205.10022,5524.400099,29687.10054,22662.40038,6985.200119,14253.60026,12726.10025,17243.90031,16087.90026,6791.700136,18926.90033,9203.200152,18660.80032,21870.80035,5776.600092,6575.300122,10011.80017,13438.40022,15017.00026,15104.40027,17639.7003,11658.20022,9101.900161,6080.500108,6994.800121,13265.70023,7157.400127,0
WAK-00012,166.61186,19.3254,204782.9473,222079.0039,236388.0041,193699.4034,220769.7038,183609.2032,190899.3034,213174.6037,219826.7037,224940.504,172266.703,240486.8042,231689.0041,214165.4037,199459.3033,206047.2035,202275.2034,201953.9033,219914.8038,218845.604,211260.5036,173067.2029,194516.0034,182059.9031,188998.1032,214615.4038,219105.3039,190492.3032,200053.4034,182296.5031,198617.3034,182140.2031,203341.8036,0
TIN-00053,145.6394716,15.09925484,15210.24089,16831.40031,17912.80028,20500.10038,18566.9003,7151.80013,15899.1003,5461.3001,36231.80056,21536.10037,6148.400105,18790.80034,14808.00024,19307.20033,19788.90032,14039.70021,23098.90039,10580.40018,14886.90027,22926.90038,6653.20013,3803.300056,12302.40021,16635.40031,15739.00028,13691.80026,27580.40051,13896.70022,14919.30026,8978.30014,9329.100168,16484.70029,2246.700037,0
WAK-00059,166.615487,19.28590558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WAK-00060,166.6068003,19.29160754,8885.100155,4796.500084,7614.900146,21544.90035,10840.00021,5894.30011,7508.100131,904.2000122,25207.80048,16149.1003,3708.500073,7061.600139,6799.800104,14018.70025,14074.20023,10124.6002,21974.60036,1851.600033,12727.30021,24537.1004,1286.600024,1058.500012,3869.20006,11629.1002,9716.800169,6238.500089,9586.900176,2534.50005,8924.700153,3768.300061,2170.800041,5314.900093,886.6000156,0
GUA-00052,144.7845554,13.50927847,10620.60019,12755.80021,9406.500158,14286.20025,13514.30023,7226.300123,9735.900167,2727.100048,26221.50049,20488.30035,5566.1001,11325.00021,9518.400192,15615.10028,13342.10021,5540.800112,16758.30031,6575.900111,16117.60028,17439.20029,4012.800067,5132.300096,7041.100124,9891.300163,13251.30024,10847.5002,16263.10028,10065.00019,6533.000117,3674.500071,4742.900082,10171.70017,4072.300066,0
WAK-00055,166.6539521,19.294865,143829.8994,182093.3032,151440.0026,121724.1021,157098.5027,104899.3019,117258.5021,163207.4028,151634.4026,149307.6026,129496.3023,178292.503,203122.6036,141560.7025,130986.4022,140822.3024,146692.5025,116531.202,147189.4025,157228.1028,143070.2025,132812.5022,125078.5021,127801.7022,145606.7025,138208.3025,141487.4025,112599.2019,163084.3028,137102.6023,154104.1026,132247.6023,158768.5029,0
WAK-00050,166.6221681,19.32000107,188114.247,210073.7037,217715.6037,168372.2029,203579.4035,165168.7029,174834.8031,205635.1035,202013.0034,200544.7035,162985.6029,226941.4039,223690.304,190440.4033,176012.4029,183979.0031,181206.303,179818.503,195335.2034,198054.5036,193744.3033,167885.0028,182650.3032,163946.8028,169102.3029,193615.2034,211759.2038,164839.5028,191582.2033,169352.2029,186676.0032,169982.903,188119.1034,0
TIN-00054,145.6141625,15.07220191,17001.30029,18316.60034,20599.00034,21798.90039,20249.40033,8688.400154,18371.40033,7655.100147,39613.90062,23306.4004,7296.50013,20000.30037,16565.40027,21488.30036,22039.10037,16176.90024,25407.60043,13456.30023,16260.00029,24366.10041,8634.000158,4205.000061,14398.80024,18335.60033,16841.1003,16420.3003,29521.60054,15038.40024,16358.70028,9928.100159,10728.80019,19130.20034,2845.400046,0
WAK-00006,166.60743,19.29172,8475.375148,4691.500083,4986.100095,20864.40033,10571.6002,5707.000105,7214.600127,884.900012,24970.70048,15663.90029,3533.600067,6617.500127,6547.800101,12815.40023,13512.30022,9567.200192,21299.40035,1696.000031,12491.9002,22859.90039,1200.200023,1032.200012,3810.30006,11337.1002,9239.700161,6198.000089,9425.500173,2182.300043,8895.000153,3505.300057,1808.600036,5195.500092,886.6000156,0
TIN-00055,145.6219485,15.07943113,16540.08466,17684.10033,20093.50033,21292.60039,19725.00032,8445.90015,17954.70033,7172.200137,38548.10059,22870.70039,6965.900124,19673.20036,16172.50026,20855.40036,21184.60036,15771.30024,24826.80042,12713.40022,15895.70029,23922.3004,8284.300155,4085.300058,13879.70023,17515.40033,16685.5003,15683.60029,28895.90053,14761.60024,16098.10028,9627.200153,10587.20019,18774.20033,2636.800041,0
TIN-00056,145.5867157,15.00424345,11611.84395,16821.80031,12175.60019,19143.10033,20928.20033,1143.200022,8158.100133,1678.700029,28488.4004,20736.10032,5296.600087,12775.90023,14260.00023,15731.20027,13232.50019,8948.500141,23339.60039,3054.600049,16194.60026,21478.20039,995.5000176,2818.600038,5733.500103,15797.3003,14124.20025,5591.800096,26394.70051,9258.400163,12071.80021,2932.400041,1456.200027,10819.70019,0,0
WAK-00007,166.60214,19.32046,121357.3146,118328.402,138080.4024,123690.2022,138790.1025,128727.4022,134969.0025,117809.202,131683.5022,123504.8022,98357.00173,132779.5023,114620.002,125360.0021,141922.8024,124469.2022,134651.2023,134709.7021,139716.7024,132343.2024,111655.4019,83405.80137,115710.6021,120322.2021,94832.50161,134125.7023,138411.9025,122878.3021,103346.2018,96479.00168,117984.602,102609.3018,107160.202,0
WAK-00056,166.6525834,19.30899924,187387.8939,221838.1038,209254.4036,174262.203,201508.6034,161242.1029,170533.5031,204153.4035,203783.1035,200800.2035,167815.403,224487.1038,228626.104,190901.5033,178031.2029,184217.9031,182401.8031,176490.4029,190006.6033,196175.7035,187653.4032,166924.4028,175021.903,162996.2028,176291.403,185183.0033,207568.1038,160841.3027,192939.0033,172248.803,184839.3031,173084.5031,184291.9033,0
WAK-00053,166.6604718,19.26829571,129704.7429,170822.603,126186.8022,114193.0019,134032.3023,91098.50163,101694.9017,141536.2024,142465.1024,135800.2023,116790.3021,161953.1028,186446.4033,134176.1024,109521.0018,123848.9021,136737.7023,101429.4017,133763.3023,154192.2027,127751.9022,123647.7021,109327.4018,110922.0019,141356.1024,124125.5023,122058.6022,100727.0017,156361.4027,121568.502,139307.8024,115055.4019,141654.4025,0
WAK-00061,166.6550961,19.26797074,18964.76283,22507.50037,13223.30025,34923.60057,18884.30032,18081.40032,15062.80026,12983.60022,40168.00077,22385.20041,19855.60036,13471.50024,16083.30028,23894.70042,22068.30035,20816.30039,29636.9005,11604.2002,17558.5003,39371.70063,10104.20018,9936.000164,13383.80022,20858.40036,23973.80039,11632.8002,16079.50028,10003.10017,22925.70037,14261.40023,10487.50017,15174.60028,15470.90029,0
GUA-00003,144.70282,13.24158,49381.1071,73180.80128,67342.10112,63351.10113,51157.1009,57403.40101,44862.40074,46509.90082,47936.30082,54672.80094,57559.901,38133.20064,49968.60086,69583.70106,68569.7012,64837.70114,41684.00072,34922.20064,55933.70095,50706.90088,49111.80087,34934.80062,41279.40074,39276.20069,52862.70093,35488.50061,49074.20084,51125.40092,34495.9006,56868.00093,29727.80052,33941.80056,33693.40055,0
WAK-00051,166.6056698,19.32389103,140493.6493,159090.7028,156701.7027,135265.5024,157309.6027,140548.3024,148446.9027,135984.4023,150566.0026,143467.3026,112847.602,165316.1029,164378.1029,149095.6026,155067.3026,137523.0024,154618.2027,144982.0023,167533.5029,149650.0027,123006.9021,103538.0017,133457.4024,135023.1023,115204.002,149393.1026,155485.6028,134129.5023,124742.6021,114018.802,139387.2024,121568.2021,118450.5022,0
WAK-00008,166.59824,19.31654,116217.402,109658.2019,135778.9023,121253.6021,134684.0024,124115.4021,130473.3024,113601.202,127417.9022,117847.1021,94403.60166,125675.2022,104296.8018,118114.902,136732.5023,120331.2021,123631.8021,131417.0021,135048.4024,127570.2024,109420.6018,78824.10129,111860.002,115204.102,89790.70151,125859.5022,132873.4024,119309.702,98012.40169,92599.50161,111659.2019,98933.70175,102558.7019,0
ROT-00050,145.2850972,14.16325,119824.9458,149661.7025,135263.8023,117239.202,137299.1023,103214.4018,105577.8019,131377.0024,126390.5022,119669.302,111707.1019,137021.1023,156840.5027,143049.3025,138269.4025,127100.9022,110586.202,98304.10166,128636.7022,139561.7025,106286.8018,94796.40159,104374.8018,100287.8018,127391.0021,114274.6019,115331.2019,101638.0017,121003.3021,118539.902,96528.5017,103080.8018,114095.302,0
GUA-00013,144.7677,13.29163333,107581.4268,140380.8025,120637.202,105150.2019,123073.9021,94472.50163,91722.10155,118622.202,112925.9019,109223.4019,101666.5017,118657.4019,142093.8025,132550.0021,121765.2021,116892.202,101984.9018,86795.30151,117680.102,121510.7021,95910.20169,86817.00152,91605.90155,88968.10159,111162.4019,100309.4018,103620.4018,92338.70162,109291.4019,106604.8017,86472.50151,89405.80151,102294.7017,0
GUA-00012,144.6259167,13.44878333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIN-00004,145.66305,14.94783,16842.52529,26938.40046,16562.00026,27057.70042,19431.60031,17092.4003,13832.70022,11609.60019,12750.60022,15663.50022,15467.50032,13572.60024,26944.90043,27654.20054,36025.10052,16083.60028,11892.90021,6550.600114,26881.60042,46613.70091,6803.800109,7351.300118,9203.100144,8016.400155,33754.40067,6250.10011,19516.80032,15723.70025,13105.10023,11765.30021,5337.300104,8285.500124,5222.800082,0
TIN-00005,145.62855,14.9557,11300.05019,17934.60032,11918.20019,18579.10032,20516.90031,602.8000107,7542.500124,1421.500024,27742.70041,13446.3002,5155.400084,13537.50026,15042.40024,14349.50024,13035.30018,8950.300145,21153.00035,3121.80005,15720.80024,21322.50039,1027.700018,2357.40003,5513.100096,15975.4003,15096.80027,5507.900093,27485.60051,9027.100158,12273.50022,3941.300063,1391.700026,10911.00019,0,0
SAI-00050,145.8019333,15.28258333,24846.52231,18354.40035,25076.30042,22468.0004,32163.60055,20194.70035,31184.20051,18945.70034,40862.90068,28756.10048,16126.9003,31630.10059,26814.20048,28658.90053,31974.00057,19105.9003,28295.30046,24957.50041,29396.00054,37973.30062,16636.10026,13525.70025,20599.60033,24647.50043,19796.40034,30595.40056,27195.30046,20595.30039,23314.70039,20589.40039,19194.00033,24415.70042,21045.60036,0
ASC-00055,145.3991635,19.67663965,20237.08472,21117.00038,16122.90029,25859.40044,34337.50062,6577.100127,12569.90022,10218.40018,48703.60096,29254.20047,29574.50042,29474.00042,22372.90038,30374.40051,14021.80024,9778.700166,21419.90035,7414.900124,21093.70036,53080.50084,4181.600075,10265.20019,14968.90024,23570.90045,27099.90047,11554.90019,33390.30048,16126.10031,17930.60031,10919.3002,5689.600113,25666.90044,2857.200047,0
ASC-00054,145.415849,19.68093538,132237.7273,151171.1026,136713.5024,125689.7021,160293.4028,94210.10163,119845.1021,145953.1026,153631.6027,131541.2023,126691.2021,166041.7027,174219.003,149197.9027,130104.1022,123954.8022,141332.1024,95585.80169,128629.5023,171792.6028,102800.4018,111463.2019,116607.702,137015.9024,138218.5024,127585.8022,155192.6025,103610.8018,140155.2024,121793.6021,101025.7018,132502.3023,117038.0021,0
SAI-00005,145.74465,15.09862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PAG-00057,145.7269193,18.04662569,102176.433,137204.4023,110148.0019,101639.8017,124932.0022,69949.30118,73194.10125,113956.8019,143251.7023,109608.1019,92411.50156,125868.9022,135195.7023,130048.2023,94583.20161,99525.40174,108751.1018,65459.10111,98491.20157,128884.3023,82990.60142,75995.50134,85968.00143,96740.40171,108764.9018,90172.3015,122644.3021,82488.40141,110634.302,91114.30158,73402.50131,100243.9017,85383.60145,0
PAG-00006,145.74422,18.09292,21713.67537,20927.30037,23651.6004,25682.80044,26323.40042,20750.60033,21432.10034,9443.500184,48841.80079,34776.90061,19909.6003,27470.90044,15361.10028,32294.40056,31064.00054,17246.8003,23922.70042,16768.80027,33598.60064,33312.10057,13986.40027,12313.60021,18820.90033,14861.00027,19301.90031,22257.80043,21492.10036,21430.50036,15385.00026,8524.000167,14601.00024,19112.60029,9971.800177,0
SAI-00053,145.6941833,15.19668333,7048.534498,7342.200142,8053.500126,12096.10021,9536.400173,3426.400054,5142.700085,1260.800021,18888.20035,14110.9002,5174.400095,8250.500165,5715.800091,10969.80022,9748.800165,5277.600098,13127.70023,3128.800053,10828.20018,12524.6002,1063.000024,2821.20006,4436.600079,7986.100159,6311.700109,4364.80007,11563.80019,5589.700092,4591.800073,900.200016,2646.90005,6760.800116,1913.100027,0
SAI-00006,145.69017,15.1566,7020.981372,7538.100145,6935.300112,11583.2002,9582.000171,3647.500058,5505.600091,1261.700021,18604.90034,14454.90021,5022.600093,8291.500168,5808.800091,11157.70022,10011.90017,4541.700081,13475.00023,3233.400055,10800.90018,10881.30018,1252.000028,2965.200066,4547.800081,6705.300133,7262.600126,4565.700073,11536.60019,6258.100108,4270.100067,854.2000165,3048.100056,6660.300119,2407.400036,0
SAI-00061,145.7487443,15.12670523,82598.93894,108792.502,105819.0018,85064.70151,91078.8016,78502.10141,63806.7011,96340.10178,95623.60161,94059.80165,90175.50152,79426.70144,83635.60142,100038.8018,88218.00154,102039.8017,75721.60124,64356.60113,79797.40131,86499.8016,83766.7015,70930.50121,72248.90126,66098.60116,80970.20138,70901.60123,78424.20139,76169.50128,79429.70141,88272.60149,60709.00104,71268.00114,74979.40131,0
SAI-00062,145.7455651,15.09532766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PAG-00012,145.76647,18.16657,76225.95755,66644.50111,69754.60125,72365.20121,88302.70152,63609.00105,86987.40152,69276.80113,97329.6016,82210.5014,71216.30123,105552.6018,102480.4018,75871.90129,87364.00151,60167.80108,84563.50145,63717.20111,90564.00155,98357.20167,52290.60089,63510.60113,68820.50115,79409.0014,66357.00114,87227.10149,80644.40129,62991.10111,76668.30134,58086.00101,69827.6012,71105.6012,65957.6011,0
SAI-00008,145.79122,15.27353,27147.42235,19393.40037,26835.20045,23941.40044,33273.00057,21795.90037,34071.70056,21391.20039,44318.1007,30212.70051,17423.80031,35726.70067,29446.50053,29272.00055,35562.40063,20550.20033,30360.30049,26669.00044,32657.0006,40924.50065,19545.40032,15826.30029,21875.90036,26833.50047,22587.3004,34371.60062,28682.10049,21764.60041,26715.50045,22104.30041,23306.60041,26153.00045,25126.40042,0
TIN-00003,145.60302,14.99072,9979.13767,16276.9003,12099.80019,17379.20029,18420.90028,102.2000027,5595.200095,1283.700021,15696.20024,10612.80016,2758.400047,9164.200172,13775.2002,13775.20023,12303.0002,9561.800162,14016.10023,2114.80003,14151.70019,22568.20041,1076.400019,2682.800042,5445.000095,15179.70029,18634.50037,4632.200077,24820.80047,8565.000151,12042.00022,4696.600069,1115.60002,8758.700158,27.60000038,0
ASC-00003,145.39365,19.7017,49006.01959,39579.30064,55864.80102,52299.50092,61584.90115,48156.20088,59031.60104,32272.10055,80002.00143,58275.50102,52452.60086,55224.70091,37733.60068,62263.10105,58625.70094,42788.20075,51531.70091,48732.30085,61243.30103,63155.40102,32745.20056,30095.6005,42622.60077,48661.20086,45344.20079,54744.10095,51142.90082,45316.70078,39572.40063,41340.40064,37488.10068,49822.70084,28480.0005,0
